2020-12-18 13:12:247 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:878 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (33a9e5126114330d9bcd07262c6bdb8a)] -> xpath: //div[@id='flash']]
2020-12-18 14:12:762 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:799 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 14:12:48 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (eeaa4d229c977a4d8996fe12feae51f1)] -> xpath: //input[@id='username']]
2020-12-18 14:12:232 INFO  HomePage :55 - Entering Password sdfvgg1234@On Password Field [[ChromeDriver: chrome on WINDOWS (eeaa4d229c977a4d8996fe12feae51f1)] -> xpath: //input[@id='password']]
2020-12-18 14:12:816 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (eeaa4d229c977a4d8996fe12feae51f1)] -> xpath: //i[contains(text(),'Login')]]
2020-12-18 14:12:882 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (eeaa4d229c977a4d8996fe12feae51f1)] -> xpath: //div[@id='flash']]
2020-12-18 14:12:567 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:523 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 14:12:585 INFO  HomePage :76 - Getting Login text message[[ChromeDriver: chrome on WINDOWS (ec0451bbca9e83777fa578e4c2aca28b)] -> xpath: //h2[contains(text(),'Login Page')]]
2020-12-18 14:12:997 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:386 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 14:12:540 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (5115e21c1bc6ca890b7f746db5fc630b)] -> xpath: //input[@id='username']]
2020-12-18 14:12:716 INFO  HomePage :55 - Entering Password 1234@On Password Field [[ChromeDriver: chrome on WINDOWS (5115e21c1bc6ca890b7f746db5fc630b)] -> xpath: //input[@id='password']]
2020-12-18 14:12:877 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (5115e21c1bc6ca890b7f746db5fc630b)] -> xpath: //i[contains(text(),'Login')]]
2020-12-18 14:12:927 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (5115e21c1bc6ca890b7f746db5fc630b)] -> xpath: //div[@id='flash']]
2020-12-18 14:12:787 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:649 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 14:12:926 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (06dc1ccf753aba593bea552f12b94a7e)] -> xpath: //input[@id='username']]
2020-12-18 14:12:90 INFO  HomePage :55 - Entering Password 123fghem@On Password Field [[ChromeDriver: chrome on WINDOWS (06dc1ccf753aba593bea552f12b94a7e)] -> xpath: //input[@id='password']]
2020-12-18 14:12:644 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (06dc1ccf753aba593bea552f12b94a7e)] -> xpath: //i[contains(text(),'Login')]]
2020-12-18 14:12:713 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (06dc1ccf753aba593bea552f12b94a7e)] -> xpath: //div[@id='flash']]
2020-12-18 14:12:561 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:414 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:803 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 14:12:881 INFO  HomePage :76 - Getting Login text message[[ChromeDriver: chrome on WINDOWS (7792b876d2294eefc71a1798dc33cfa1)] -> xpath: //h2[contains(text(),'Login Page')]]
2020-12-18 14:12:783 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:294 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 14:12:560 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (0a11409981ab55b15e71a5b0a24547b1)] -> xpath: //input[@id='username']]
2020-12-18 14:12:737 INFO  HomePage :55 - Entering Password 1234@On Password Field [[ChromeDriver: chrome on WINDOWS (0a11409981ab55b15e71a5b0a24547b1)] -> xpath: //input[@id='password']]
2020-12-18 14:12:314 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (0a11409981ab55b15e71a5b0a24547b1)] -> xpath: //i[contains(text(),'Login')]]
2020-12-18 14:12:379 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (0a11409981ab55b15e71a5b0a24547b1)] -> xpath: //div[@id='flash']]
2020-12-18 14:12:300 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 14:12:253 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 14:12:447 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (2f6476612c9c374b014dcfc4287cdda5)] -> xpath: //input[@id='username']]
2020-12-18 14:12:624 INFO  HomePage :55 - Entering Password 123fghem@On Password Field [[ChromeDriver: chrome on WINDOWS (2f6476612c9c374b014dcfc4287cdda5)] -> xpath: //input[@id='password']]
2020-12-18 14:12:92 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (2f6476612c9c374b014dcfc4287cdda5)] -> xpath: //i[contains(text(),'Login')]]
2020-12-18 14:12:150 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (2f6476612c9c374b014dcfc4287cdda5)] -> xpath: //div[@id='flash']]
2020-12-18 14:12:600 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 15:12:619 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 15:12:411 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 15:12:592 INFO  HomePage :49 - Entering UsernamejackstasOn username Field[[ChromeDriver: chrome on WINDOWS (1ac7ad7ed6b47cba7f4c5189764c1570)] -> xpath: //input[@id='username']]
2020-12-18 15:12:808 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (1ac7ad7ed6b47cba7f4c5189764c1570)] -> xpath: //input[@id='password']]
2020-12-18 15:12:346 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (1ac7ad7ed6b47cba7f4c5189764c1570)] -> xpath: //i[contains(text(),'Login')]]
2020-12-18 15:12:188 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 15:12:860 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 15:12:22 INFO  HomePage :49 - Entering UsernamemonikablackOn username Field[[ChromeDriver: chrome on WINDOWS (ca05dfcce031153c45bb01f9d65255f2)] -> xpath: //input[@id='username']]
2020-12-18 15:12:254 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (ca05dfcce031153c45bb01f9d65255f2)] -> xpath: //input[@id='password']]
2020-12-18 15:12:759 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (ca05dfcce031153c45bb01f9d65255f2)] -> xpath: //i[contains(text(),'Login')]]
2020-12-18 15:12:600 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-18 15:12:967 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-18 15:12:236 INFO  HomePage :49 - Entering UsernameromankurhajecOn username Field[[ChromeDriver: chrome on WINDOWS (4b4e5b5a3f33d5b0c48697cf3272fbc3)] -> xpath: //input[@id='username']]
2020-12-18 15:12:409 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (4b4e5b5a3f33d5b0c48697cf3272fbc3)] -> xpath: //input[@id='password']]
2020-12-18 15:12:993 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (4b4e5b5a3f33d5b0c48697cf3272fbc3)] -> xpath: //i[contains(text(),'Login')]]
2020-12-21 17:12:312 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-21 17:12:55 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-21 17:12:339 INFO  HomePage :49 - Entering UsernamejackstasOn username Field[[ChromeDriver: chrome on WINDOWS (e066654d4ed9badfaa3a6046622c23ce)] -> xpath: //input[@id='username']]
2020-12-21 17:12:554 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (e066654d4ed9badfaa3a6046622c23ce)] -> xpath: //input[@id='password']]
2020-12-21 17:12:152 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (e066654d4ed9badfaa3a6046622c23ce)] -> xpath: //i[contains(text(),'Login')]]
2020-12-21 17:12:29 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-21 17:12:236 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-21 17:12:485 INFO  HomePage :49 - Entering UsernamemonikablackOn username Field[[ChromeDriver: chrome on WINDOWS (265c5c8f935ae4b9b90f664a92bab901)] -> xpath: //input[@id='username']]
2020-12-21 17:12:746 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (265c5c8f935ae4b9b90f664a92bab901)] -> xpath: //input[@id='password']]
2020-12-21 17:12:366 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (265c5c8f935ae4b9b90f664a92bab901)] -> xpath: //i[contains(text(),'Login')]]
2020-12-21 17:12:259 INFO  BrowserSelector :42 - Launching Chrome Browser
2020-12-21 17:12:613 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2020-12-21 17:12:971 INFO  HomePage :49 - Entering UsernameromankurhajecOn username Field[[ChromeDriver: chrome on WINDOWS (1f29f891423b08e9b1f694cb1de04848)] -> xpath: //input[@id='username']]
2020-12-21 17:12:359 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (1f29f891423b08e9b1f694cb1de04848)] -> xpath: //input[@id='password']]
2020-12-21 17:12:128 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (1f29f891423b08e9b1f694cb1de04848)] -> xpath: //i[contains(text(),'Login')]]
2021-01-05 23:01:50 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-05 23:01:667 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-05 23:01:870 INFO  HomePage :49 - Entering UsernamejackstasOn username Field[[ChromeDriver: chrome on WINDOWS (3ac2d90739d93f11293f556a29dba79b)] -> xpath: //input[@id='username']]
2021-01-05 23:01:98 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (3ac2d90739d93f11293f556a29dba79b)] -> xpath: //input[@id='password']]
2021-01-05 23:01:924 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (3ac2d90739d93f11293f556a29dba79b)] -> xpath: //i[contains(text(),'Login')]]
2021-01-05 23:01:952 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-05 23:01:460 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-05 23:01:680 INFO  HomePage :49 - Entering UsernamemonikablackOn username Field[[ChromeDriver: chrome on WINDOWS (ac81eca39d20941af83659e84af433a5)] -> xpath: //input[@id='username']]
2021-01-05 23:01:911 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (ac81eca39d20941af83659e84af433a5)] -> xpath: //input[@id='password']]
2021-01-05 23:01:16 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (ac81eca39d20941af83659e84af433a5)] -> xpath: //i[contains(text(),'Login')]]
2021-01-05 23:01:51 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-05 23:01:231 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-05 23:01:663 INFO  HomePage :49 - Entering UsernameromankurhajecOn username Field[[ChromeDriver: chrome on WINDOWS (7c51c2b86d084db05fded0b2e214b580)] -> xpath: //input[@id='username']]
2021-01-05 23:01:942 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (7c51c2b86d084db05fded0b2e214b580)] -> xpath: //input[@id='password']]
2021-01-05 23:01:509 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (7c51c2b86d084db05fded0b2e214b580)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:993 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:148 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:384 INFO  HomePage :49 - Entering UsernamejackstasOn username Field[[ChromeDriver: chrome on WINDOWS (e02dd226ba7e950f64c712860b9bb3de)] -> xpath: //input[@id='username']]
2021-01-06 12:01:621 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (e02dd226ba7e950f64c712860b9bb3de)] -> xpath: //input[@id='password']]
2021-01-06 12:01:204 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (e02dd226ba7e950f64c712860b9bb3de)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:221 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:175 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:380 INFO  HomePage :49 - Entering UsernamemonikablackOn username Field[[ChromeDriver: chrome on WINDOWS (5570776e497230e0771eb8f11e541080)] -> xpath: //input[@id='username']]
2021-01-06 12:01:618 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (5570776e497230e0771eb8f11e541080)] -> xpath: //input[@id='password']]
2021-01-06 12:01:263 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (5570776e497230e0771eb8f11e541080)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:278 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:712 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:18 INFO  HomePage :49 - Entering UsernameromankurhajecOn username Field[[ChromeDriver: chrome on WINDOWS (026249642dacc23a81bf86d85e1f4428)] -> xpath: //input[@id='username']]
2021-01-06 12:01:306 INFO  HomePage :55 - Entering Password SuperSecretPassword!On Password Field [[ChromeDriver: chrome on WINDOWS (026249642dacc23a81bf86d85e1f4428)] -> xpath: //input[@id='password']]
2021-01-06 12:01:35 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (026249642dacc23a81bf86d85e1f4428)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:162 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:50 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:354 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (59c68b58d36cb0e6d2d1e578a0eef581)] -> xpath: //input[@id='username']]
2021-01-06 12:01:648 INFO  HomePage :55 - Entering Password 1234@On Password Field [[ChromeDriver: chrome on WINDOWS (59c68b58d36cb0e6d2d1e578a0eef581)] -> xpath: //input[@id='password']]
2021-01-06 12:01:410 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (59c68b58d36cb0e6d2d1e578a0eef581)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:491 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (59c68b58d36cb0e6d2d1e578a0eef581)] -> xpath: //div[@id='flash']]
2021-01-06 12:01:587 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:658 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:826 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (d9b96b4695571a8529579a7d81717115)] -> xpath: //input[@id='username']]
2021-01-06 12:01:89 INFO  HomePage :55 - Entering Password 123fghem@On Password Field [[ChromeDriver: chrome on WINDOWS (d9b96b4695571a8529579a7d81717115)] -> xpath: //input[@id='password']]
2021-01-06 12:01:729 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (d9b96b4695571a8529579a7d81717115)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:802 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (d9b96b4695571a8529579a7d81717115)] -> xpath: //div[@id='flash']]
2021-01-06 12:01:870 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:638 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:896 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (41125b91857a989b19c0e88b5a7187f4)] -> xpath: //input[@id='username']]
2021-01-06 12:01:147 INFO  HomePage :55 - Entering Password sdfvgg1234@On Password Field [[ChromeDriver: chrome on WINDOWS (41125b91857a989b19c0e88b5a7187f4)] -> xpath: //input[@id='password']]
2021-01-06 12:01:845 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (41125b91857a989b19c0e88b5a7187f4)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:898 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (41125b91857a989b19c0e88b5a7187f4)] -> xpath: //div[@id='flash']]
2021-01-06 12:01:705 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:445 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:703 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (d2c4734eb3136c9f34e78af0ccea9e6a)] -> xpath: //input[@id='username']]
2021-01-06 12:01:926 INFO  HomePage :55 - Entering Password 1234@On Password Field [[ChromeDriver: chrome on WINDOWS (d2c4734eb3136c9f34e78af0ccea9e6a)] -> xpath: //input[@id='password']]
2021-01-06 12:01:673 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (d2c4734eb3136c9f34e78af0ccea9e6a)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:736 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (d2c4734eb3136c9f34e78af0ccea9e6a)] -> xpath: //div[@id='flash']]
2021-01-06 12:01:814 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:527 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:787 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (aafb781837654ffe3da9c29a0ae92478)] -> xpath: //input[@id='username']]
2021-01-06 12:01:49 INFO  HomePage :55 - Entering Password 123fghem@On Password Field [[ChromeDriver: chrome on WINDOWS (aafb781837654ffe3da9c29a0ae92478)] -> xpath: //input[@id='password']]
2021-01-06 12:01:955 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (aafb781837654ffe3da9c29a0ae92478)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:25 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (aafb781837654ffe3da9c29a0ae92478)] -> xpath: //div[@id='flash']]
2021-01-06 12:01:120 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:94 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:286 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (8617ecbeb704b36a63abc0d3f1245e3c)] -> xpath: //input[@id='username']]
2021-01-06 12:01:486 INFO  HomePage :55 - Entering Password sdfvgg1234@On Password Field [[ChromeDriver: chrome on WINDOWS (8617ecbeb704b36a63abc0d3f1245e3c)] -> xpath: //input[@id='password']]
2021-01-06 12:01:308 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (8617ecbeb704b36a63abc0d3f1245e3c)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:378 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (8617ecbeb704b36a63abc0d3f1245e3c)] -> xpath: //div[@id='flash']]
2021-01-06 12:01:771 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 12:01:678 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 12:01:897 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (272d70311a6a53a8120aa2a0ea30d071)] -> xpath: //input[@id='username']]
2021-01-06 12:01:90 INFO  HomePage :55 - Entering Password 1234@On Password Field [[ChromeDriver: chrome on WINDOWS (272d70311a6a53a8120aa2a0ea30d071)] -> xpath: //input[@id='password']]
2021-01-06 12:01:657 INFO  HomePage :61 - Clicking on Login Button [[ChromeDriver: chrome on WINDOWS (272d70311a6a53a8120aa2a0ea30d071)] -> xpath: //i[contains(text(),'Login')]]
2021-01-06 12:01:723 INFO  HomePage :66 - Getting Login error message[[ChromeDriver: chrome on WINDOWS (272d70311a6a53a8120aa2a0ea30d071)] -> xpath: //div[@id='flash']]
2021-01-06 12:01:788 INFO  BrowserSelector :42 - Launching Chrome Browser
2021-01-06 13:01:74 INFO  HomePage :40 - Clicking on form Authentication FeatureProxy element for: DefaultElementLocator 'By.linkText: Form Authentication'
2021-01-06 13:01:332 INFO  HomePage :49 - Entering UsernametomsmithOn username Field[[ChromeDriver: chrome on WINDOWS (76e946fea2e254be1b85d7273a2a386e)] -> xpath: //input[@id='username']]
2021-01-06 13:01:631 INFO  HomePage :55 - Entering Password 123fghem@On Password Field [[ChromeDriver: chrome on WINDOWS (76e946fea2e254be1b85d7273a2a386e)] -> xpath: //input[@id='password']]
